"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
37,376.162,102,12858,"Inside","2Story",9,5,2009,2010,"Ex","TA","PConc","Ex","TA","Unf",0,1590,1590,"GasA","Ex","Y",1627,707,2334,0,0,2,1,3,"Ex",10,1,"Attchd",3,751,"TA","TA",144,133,0,0
2613,159.5,79,8910,"Corner","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","TA","ALQ",655,0,655,"GasA","Ex","Y",1194,0,1194,0,1,1,0,3,"TA",6,1,"BuiltIn",2,539,"TA","TA",0,0,192,0
1201,185,76,9120,"Inside","2Story",6,6,1974,1974,"Gd","TA","CBlock","TA","TA","ALQ",442,459,901,"GasA","TA","Y",943,933,1876,0,0,2,1,4,"Gd",8,1,"Attchd",2,540,"Gd","TA",0,69,0,0
1318,128,35,6300,"Inside","2.5Unf",6,6,1914,2001,"TA","TA","CBlock","TA","TA","Unf",0,742,742,"GasA","Ex","Y",742,742,1484,0,0,2,0,3,"TA",9,1,"None",0,0,"None","None",0,291,134,0
468,174,122,11911,"Inside","2Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,684,684,"GasA","Ex","Y",684,876,1560,0,0,2,1,3,"Gd",6,1,"BuiltIn",2,400,"TA","TA",100,38,0,0
574,172.5,24,2645,"Inside","2Story",8,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",649,321,970,"GasA","Ex","Y",983,756,1739,1,0,2,1,3,"Gd",7,0,"Attchd",2,480,"TA","TA",115,0,0,0
2848,137,60,10890,"Inside","1.5Fin",5,5,1938,1950,"TA","TA","BrkTil","Fa","TA","LwQ",930,128,1058,"GasA","TA","Y",1058,493,1551,1,0,2,0,3,"Fa",6,0,"Detchd",1,240,"Fa","TA",0,0,0,0
2066,158,99,16779,"Inside","2Story",5,4,1920,1996,"TA","Fa","CBlock","Gd","TA","BLQ",267,404,671,"GasA","Fa","Y",1567,1087,2654,0,0,3,0,4,"TA",11,1,"Attchd",2,638,"TA","TA",128,570,0,0
2813,198,65,8772,"FR2","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",996,340,1336,"GasA","Ex","Y",1336,0,1336,1,0,2,0,3,"Gd",6,0,"Attchd",2,502,"TA","TA",136,43,0,0
1393,235,0,13500,"Inside","1Story",6,7,1960,1975,"TA","TA","CBlock","Gd","TA","BLQ",429,93,1602,"GasA","Gd","Y",1252,0,1252,1,0,1,0,1,"TA",4,1,"Attchd",2,564,"TA","TA",409,0,0,0
1647,176,78,12090,"Inside","2Story",7,7,1981,2003,"Gd","TA","CBlock","Gd","TA","ALQ",321,404,725,"GasA","Ex","Y",725,754,1479,0,0,2,1,3,"Gd",6,1,"Attchd",2,484,"TA","TA",167,72,0,0
659,109.5,52,9022,"Inside","1Story",5,8,1924,2006,"Gd","TA","BrkTil","TA","TA","Unf",0,768,768,"GasA","Ex","Y",792,0,792,0,0,1,0,2,"Gd",5,0,"Detchd",1,240,"Fa","Fa",316,0,120,0
184,150,60,9600,"Corner","2Story",8,9,1900,2003,"Gd","Gd","BrkTil","TA","TA","Unf",0,930,930,"GasW","TA","N",930,636,1566,0,0,2,0,3,"Gd",7,0,"Detchd",1,288,"TA","TA",54,228,246,0
476,200,0,8068,"Inside","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1010,1010,"GasA","Ex","Y",1010,1257,2267,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,390,"TA","TA",120,46,0,0
2109,217,75,11750,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",20,1526,1546,"GasA","Ex","Y",1546,0,1546,0,0,2,0,3,"Gd",7,0,"Attchd",3,796,"TA","TA",144,42,0,0
1178,345,36,3951,"Inside","2Story",10,5,1998,1999,"Ex","TA","PConc","Gd","TA","BLQ",128,0,970,"GasA","Ex","Y",1469,924,2393,1,0,2,1,2,"Ex",7,1,"Attchd",2,846,"TA","TA",0,90,0,94
1606,138,60,6600,"Inside","1Story",5,8,1982,2003,"TA","Gd","PConc","TA","Gd","GLQ",816,0,816,"GasA","Ex","Y",816,0,816,1,0,1,0,2,"TA",4,0,"Detchd",2,816,"TA","TA",0,0,0,0
2916,140,80,13384,"Inside","1Story",5,5,1969,1979,"TA","TA","PConc","TA","TA","Rec",119,641,1104,"GasA","Fa","Y",1360,0,1360,1,0,1,0,3,"TA",8,1,"Attchd",1,336,"TA","TA",160,0,0,0
1793,221.3,75,8778,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1302,1302,"GasA","Ex","Y",1302,528,1830,0,0,2,1,3,"Gd",7,0,"BuiltIn",3,859,"TA","TA",0,40,0,0
294,257.5,78,10452,"Inside","1.5Fin",7,6,1941,1985,"Gd","Gd","BrkTil","Gd","TA","ALQ",426,850,1528,"GasA","Ex","Y",1225,908,2133,1,0,1,1,4,"TA",8,2,"Attchd",1,312,"TA","TA",0,0,86,0
412,123,24,2280,"FR2","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",435,0,1057,"GasA","TA","Y",1055,0,1055,0,1,2,0,2,"TA",4,1,"Attchd",2,440,"TA","TA",0,27,0,0
2344,229,0,13837,"Corner","1.5Fin",7,5,1988,1988,"Gd","Gd","PConc","Gd","Gd","GLQ",1002,0,1204,"GasA","Gd","Y",1377,806,2183,0,0,2,1,4,"Gd",9,0,"Attchd",3,786,"TA","TA",0,0,0,0
1151,144,0,12968,"Inside","1Story",5,6,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",737,175,912,"GasA","TA","Y",912,0,912,1,0,1,0,2,"TA",4,0,"Detchd",1,352,"TA","TA",140,0,0,176
2870,257,78,15600,"Inside","2Story",5,7,1950,1963,"TA","Gd","CBlock","Gd","TA","GLQ",760,408,1168,"GasA","Gd","Y",1278,1037,2315,1,0,2,0,4,"TA",9,3,"Attchd",1,342,"TA","TA",0,0,0,192
855,134.9,76,6950,"Inside","1Story",5,7,1979,1979,"TA","TA","CBlock","TA","TA","ALQ",710,132,914,"GasA","TA","Y",914,0,914,1,0,1,0,2,"TA",5,0,"Attchd",2,444,"TA","TA",0,0,0,0
1394,140,85,13825,"Inside","SLvl",5,6,1958,1987,"TA","Gd","CBlock","TA","TA","Unf",0,533,533,"GasA","TA","Y",1021,580,1601,0,1,1,0,3,"TA",6,0,"BuiltIn",1,300,"TA","TA",280,34,0,0
2144,117,60,7200,"Inside","1Story",4,8,1972,2006,"TA","Gd","CBlock","TA","TA","Rec",385,0,385,"GasA","Gd","Y",875,0,875,0,0,1,0,3,"Gd",5,0,"Detchd",2,728,"TA","TA",352,0,0,0
1001,247.9,45,6264,"Corner","1Story",8,5,1997,1997,"Gd","TA","PConc","Ex","TA","GLQ",656,1008,1664,"GasA","Ex","Y",1682,0,1682,1,0,1,1,1,"Gd",6,1,"Attchd",2,528,"TA","TA",0,0,0,0
664,105,90,5400,"Corner","1.5Fin",4,6,1920,1950,"Fa","TA","PConc","TA","TA","ALQ",315,420,840,"GasA","Ex","Y",840,534,1374,0,0,1,0,2,"TA",6,0,"Detchd",1,338,"TA","TA",0,0,198,0
991,237.5,0,12925,"Corner","1Story",6,7,1970,1970,"TA","TA","CBlock","TA","TA","BLQ",865,340,1205,"GasA","Ex","Y",2117,0,2117,0,0,2,1,4,"TA",7,2,"Attchd",2,550,"TA","TA",0,42,0,0
1554,13.1,80,14584,"Inside","1Story",1,5,1952,1952,"Fa","Po","Slab","None","None","None",0,0,0,"Wall","Po","N",733,0,733,0,0,1,0,2,"Fa",4,0,"Attchd",2,487,"Fa","Po",0,0,0,0
676,133,60,12144,"Inside","1Story",5,7,1949,1950,"Gd","TA","CBlock","TA","TA","Rec",375,457,832,"GasA","Gd","Y",1036,0,1268,0,0,1,0,3,"TA",6,1,"Attchd",1,288,"TA","TA",0,28,0,0
2192,125,60,8172,"Inside","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","BLQ",544,224,768,"GasA","TA","Y",768,0,768,0,0,1,0,2,"TA",4,1,"Detchd",1,355,"TA","TA",0,0,196,0
813,142.953,64,7018,"Inside","2Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1120,1120,2240,0,0,2,0,6,"TA",12,0,"Detchd",2,528,"TA","TA",154,0,0,0
1542,224,0,14778,"CulDSac","1Story",6,7,1954,2006,"Gd","TA","CBlock","TA","TA","BLQ",728,568,1296,"GasA","Ex","Y",1640,0,1640,1,0,1,0,3,"Gd",7,1,"Detchd",2,924,"TA","TA",108,0,0,0
1172,328.9,50,5119,"CulDSac","1Story",9,5,1999,2000,"Gd","TA","PConc","Ex","TA","GLQ",1238,460,1698,"GasA","Ex","Y",1709,0,1709,1,0,2,0,2,"Gd",5,1,"Attchd",2,506,"TA","TA",97,65,0,0
1715,250,92,10732,"Corner","2Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1298,1298,"GasA","Ex","Y",1298,530,1828,0,0,2,1,3,"Gd",7,0,"BuiltIn",3,876,"TA","TA",0,40,0,0
2143,127,60,7200,"Inside","1Story",5,5,1972,2000,"TA","TA","CBlock","TA","TA","ALQ",671,193,864,"GasA","Gd","Y",864,0,864,1,0,1,0,3,"Ex",5,0,"Detchd",2,576,"Gd","Ex",155,0,0,0
2350,207.5,79,10240,"Inside","1Story",6,6,1980,1980,"TA","Gd","CBlock","Gd","TA","BLQ",625,0,1686,"GasA","TA","Y",1686,0,1686,1,0,2,0,3,"TA",7,1,"Attchd",2,612,"TA","TA",384,131,0,0
2712,142.5,75,9000,"Corner","1Story",5,6,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",773,286,1059,"GasA","Gd","Y",1059,0,1059,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,88,0,0
2816,164.99,65,8767,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",24,1286,1310,"GasA","Ex","Y",1310,0,1310,0,0,2,0,3,"Gd",6,1,"Attchd",2,400,"TA","TA",0,0,0,0
2710,164.5,96,11777,"Inside","SLvl",5,6,1966,1966,"TA","TA","CBlock","TA","TA","LwQ",328,285,1164,"GasA","Ex","Y",1320,0,1320,1,0,1,0,3,"TA",6,2,"Attchd",2,564,"TA","TA",160,68,240,0
2083,150,42,7711,"Inside","1Story",4,3,1977,1977,"TA","TA","PConc","Gd","TA","GLQ",1440,0,1440,"GasA","TA","Y",1440,0,1440,2,0,2,0,4,"TA",8,0,"None",0,0,"None","None",321,0,0,0
537,193,96,10628,"Corner","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,835,835,"GasA","Ex","Y",871,941,1812,0,0,2,1,3,"Gd",8,0,"BuiltIn",2,478,"TA","TA",146,91,0,0
192,128.5,53,5830,"Corner","1.5Fin",5,6,1950,1997,"TA","Gd","CBlock","TA","TA","Rec",788,200,988,"GasA","Ex","Y",1030,582,1612,0,0,1,1,3,"TA",7,0,"Detchd",1,363,"TA","TA",0,0,0,0
1267,116,74,8892,"Corner","1Story",5,7,1953,1996,"Gd","TA","Stone","TA","TA","Unf",0,105,105,"GasA","Gd","Y",910,0,910,0,0,1,0,3,"Gd",5,0,"Attchd",2,414,"TA","TA",196,0,150,0
1532,149,60,7200,"Inside","2Story",7,6,1931,2000,"TA","Fa","BrkTil","Gd","TA","Unf",0,776,776,"GasA","TA","Y",851,651,1502,0,0,1,1,3,"TA",6,1,"Attchd",1,270,"TA","TA",0,0,112,0
2123,175,57,10021,"Inside","2Story",6,6,1997,2006,"TA","Gd","PConc","Gd","TA","GLQ",539,96,635,"GasA","Ex","Y",646,662,1308,1,0,2,1,3,"Gd",6,0,"Attchd",2,497,"TA","TA",142,54,0,0
2297,138,50,6723,"Inside","SFoyer",5,7,1971,1971,"TA","TA","CBlock","Gd","TA","GLQ",796,0,796,"GasA","TA","Y",796,0,796,0,1,1,0,2,"TA",5,0,"None",0,0,"None","None",129,0,0,0
2560,146.5,89,10858,"Corner","1Story",5,6,1952,1952,"TA","Gd","CBlock","TA","TA","LwQ",40,1404,1444,"GasA","Ex","Y",1624,0,1624,1,0,1,0,2,"TA",6,1,"Attchd",1,240,"TA","TA",0,40,324,0
5,189.9,74,13830,"Inside","2Story",5,5,1997,1998,"TA","TA","PConc","Gd","TA","GLQ",791,137,928,"GasA","Gd","Y",928,701,1629,0,0,2,1,3,"TA",6,1,"Attchd",2,482,"TA","TA",212,34,0,0
1877,156,79,10289,"Inside","1Story",5,7,1965,1965,"TA","TA","CBlock","TA","TA","ALQ",836,237,1073,"GasA","TA","Y",1073,0,1073,1,0,1,1,3,"TA",6,0,"Attchd",2,515,"TA","TA",0,0,0,0
2012,131,60,6000,"Inside","1.5Fin",6,6,1941,1950,"TA","Gd","BrkTil","TA","Gd","ALQ",375,360,735,"GasA","Ex","Y",869,349,1218,0,1,1,0,3,"TA",6,1,"Detchd",2,440,"TA","TA",0,0,0,0
1305,107.9,50,6000,"Corner","1Story",4,7,1954,2000,"TA","TA","CBlock","TA","TA","Unf",0,901,901,"GasA","Ex","Y",901,0,901,0,0,1,0,2,"TA",4,0,"Detchd",1,281,"Fa","TA",0,0,0,0
1591,146,77,9278,"FR2","1Story",5,5,2007,2008,"TA","TA","PConc","Gd","TA","Unf",0,1092,1092,"GasA","Ex","Y",1092,0,1092,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,52,0,0
1698,380,105,13693,"Inside","2Story",9,5,2006,2006,"Ex","TA","PConc","Gd","TA","Unf",0,2153,2153,"GasA","Ex","Y",2069,574,2643,0,0,2,1,3,"Ex",9,1,"BuiltIn",3,694,"TA","TA",414,84,0,0
2549,140,75,10382,"Inside","SLvl",6,5,1958,1958,"TA","Fa","CBlock","TA","TA","ALQ",513,75,588,"GasA","TA","Y",1095,0,1095,1,0,1,0,2,"TA",6,0,"Attchd",1,264,"TA","TA",0,0,0,0
109,130.5,0,13517,"CulDSac","2Story",6,8,1976,2005,"Gd","TA","CBlock","TA","TA","GLQ",533,192,725,"GasA","Ex","Y",725,754,1479,0,0,2,1,3,"Gd",6,0,"Attchd",2,475,"TA","TA",0,44,0,0
600,141.5,60,7436,"Inside","1Story",4,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",734,160,894,"GasA","Gd","Y",894,0,894,1,0,1,0,2,"TA",5,1,"Detchd",2,396,"TA","TA",0,0,0,0
1153,115,65,8450,"Inside","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","Fa","ALQ",890,0,890,"GasA","Gd","N",890,0,890,1,0,1,0,3,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
997,173,0,15038,"Corner","2Story",6,5,1996,1996,"TA","TA","PConc","Gd","TA","Rec",138,778,916,"GasA","Gd","Y",916,720,1636,0,0,2,1,3,"TA",7,1,"Attchd",2,386,"TA","TA",168,84,0,0
2261,267.3,68,8298,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",583,963,1546,"GasA","Ex","Y",1564,0,1564,0,0,2,0,2,"Ex",6,1,"Attchd",2,502,"TA","TA",132,0,0,0
1139,170,81,9260,"Corner","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1162,1162,"GasA","Ex","Y",1162,0,1162,0,0,2,0,3,"Gd",6,0,"Attchd",2,483,"TA","TA",0,32,0,0
1895,147,0,11382,"Inside","1Story",6,5,1964,1964,"TA","TA","CBlock","TA","TA","ALQ",54,533,1130,"GasA","TA","Y",1374,0,1374,0,1,1,0,3,"TA",7,1,"Attchd",1,286,"TA","TA",0,28,84,0
1899,101.8,70,9842,"FR2","1Story",4,5,1962,1962,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1224,0,1224,0,0,2,0,2,"TA",6,0,"CarPort",2,462,"TA","TA",0,0,0,0
956,137.5,0,14375,"CulDSac","SLvl",6,6,1958,1958,"TA","TA","CBlock","TA","TA","GLQ",111,354,819,"GasA","Gd","Y",1344,0,1344,0,1,1,0,3,"Gd",7,1,"Basment",2,525,"TA","TA",0,118,0,233
2533,142,80,9600,"Corner","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",758,293,1051,"GasA","Gd","Y",1051,0,1051,1,0,1,0,3,"TA",6,0,"Attchd",2,504,"TA","TA",0,0,0,0
1915,144,78,11344,"Inside","1.5Fin",5,5,1958,1958,"TA","TA","CBlock","TA","TA","BLQ",460,414,874,"GasW","TA","Y",874,650,1524,0,0,1,1,3,"TA",7,0,"Attchd",1,315,"TA","TA",0,0,0,0
621,140,80,9600,"Inside","1.5Fin",6,8,1950,2005,"TA","Gd","CBlock","TA","TA","BLQ",120,736,856,"GasA","Ex","Y",1112,556,1668,0,0,1,1,3,"TA",6,0,"Attchd",1,271,"TA","TA",0,0,0,0
463,173,48,3480,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1405,1405,"GasA","Ex","Y",1405,0,1405,0,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",148,36,0,0
1604,119.5,37,6951,"CulDSac","1Story",5,5,1984,1985,"TA","TA","CBlock","TA","TA","ALQ",658,218,876,"GasA","TA","Y",923,0,923,1,0,1,0,3,"TA",5,0,"Attchd",1,264,"TA","TA",362,0,0,0
1987,137,57,9639,"Inside","2Story",4,8,1900,1950,"TA","TA","PConc","TA","TA","Unf",0,1075,1075,"GasA","Ex","Y",1156,642,1798,0,0,2,1,4,"TA",7,0,"Detchd",2,342,"TA","TA",0,0,160,0
660,125,60,10230,"Inside","1Story",5,7,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1054,1054,"GasA","Ex","Y",1078,0,1078,0,0,1,0,3,"Ex",6,0,"Detchd",1,264,"TA","TA",0,0,0,112
1716,194.7,61,7577,"Corner","1Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","ALQ",20,1342,1362,"GasA","Ex","Y",1362,0,1362,0,0,2,0,2,"Gd",6,1,"Attchd",2,460,"TA","TA",192,28,0,0
1535,110,0,9260,"Inside","1.5Fin",5,4,1938,1950,"TA","TA","BrkTil","TA","TA","Unf",0,884,884,"GasA","TA","Y",932,442,1374,0,0,1,0,3,"TA",6,0,"Detchd",1,225,"TA","TA",64,0,0,100
2470,187.75,60,7200,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1293,1293,"GasA","Ex","Y",1301,0,1301,1,0,2,0,2,"Gd",5,1,"Attchd",2,572,"TA","TA",216,121,0,0
2669,125,65,9750,"Inside","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,960,960,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"Detchd",2,624,"TA","TA",0,0,0,0
1872,158.5,88,10738,"Corner","1Story",6,7,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",792,301,1093,"GasA","Gd","Y",1093,0,1093,1,0,2,0,3,"TA",6,1,"Attchd",2,484,"TA","TA",224,0,0,0
2145,305.9,80,10386,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",1464,536,2000,"GasA","Ex","Y",2000,0,2000,1,0,2,0,3,"Gd",8,0,"Attchd",3,888,"TA","TA",168,0,0,0
2082,80,0,11515,"CulDSac","1Story",4,5,1958,1994,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",943,0,943,0,0,1,0,3,"Gd",5,0,"Detchd",1,308,"TA","TA",0,0,60,0
497,327,106,12720,"Inside","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",1173,282,1455,"GasA","Ex","Y",1466,1221,2687,1,0,2,1,4,"Gd",10,2,"BuiltIn",3,810,"TA","TA",252,30,0,0
987,130,62,10429,"Inside","2Story",5,5,1992,1992,"TA","TA","PConc","Gd","TA","ALQ",330,294,624,"GasA","TA","Y",624,663,1287,0,0,1,1,3,"TA",6,0,"Detchd",2,440,"TA","TA",150,0,0,0
1688,322.4,91,11825,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1694,1694,"GasA","Ex","Y",1694,0,1694,0,0,2,0,3,"Gd",7,1,"Attchd",3,856,"TA","TA",0,112,0,0
787,139.6,0,13680,"CulDSac","1Story",3,5,1955,1955,"TA","TA","Slab","None","None","None",0,0,0,"GasA","Ex","Y",1733,0,1733,0,0,2,0,4,"TA",8,1,"Attchd",2,452,"TA","TA",0,0,0,0
2573,132.5,70,7728,"Inside","SLvl",5,6,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",803,303,1106,"GasA","TA","Y",1190,0,1190,1,0,1,0,3,"TA",6,0,"Attchd",2,540,"TA","TA",0,18,0,0
372,181,48,17043,"CulDSac","1Story",6,5,1979,1998,"TA","Gd","CBlock","Gd","Fa","Unf",0,1362,1362,"GasA","TA","Y",1586,0,1586,0,0,2,0,3,"TA",7,1,"Attchd",2,435,"TA","TA",192,0,0,0
2064,129,0,8169,"Corner","1Story",5,7,1966,1966,"TA","Gd","CBlock","TA","TA","Rec",216,261,912,"GasA","Ex","Y",912,0,912,1,0,1,0,3,"Gd",6,0,"Detchd",1,315,"TA","TA",204,0,0,0
2761,209.7,91,10984,"Corner","2Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,945,945,"GasA","Ex","Y",945,864,1809,0,0,2,1,3,"Gd",8,0,"Attchd",2,638,"TA","TA",144,54,0,0
2631,155,69,7590,"Inside","2Story",6,5,1966,1966,"TA","TA","CBlock","TA","TA","BLQ",512,148,660,"GasA","TA","Y",660,688,1348,0,0,1,1,3,"TA",6,1,"Attchd",2,453,"TA","TA",188,108,0,0
2606,170,60,10800,"Inside","1.5Fin",5,8,1936,1989,"TA","TA","CBlock","Fa","TA","ALQ",626,170,796,"GasA","Gd","Y",1096,370,1466,0,1,2,0,3,"Gd",7,1,"Attchd",2,566,"TA","TA",436,21,0,0
145,142,0,12160,"Inside","1Story",5,5,1959,1959,"TA","TA","CBlock","TA","TA","Rec",1000,188,1188,"GasA","Fa","Y",1188,0,1188,1,0,1,0,3,"TA",6,0,"Attchd",2,531,"TA","TA",0,0,0,0
2697,84.5,60,6780,"Inside","1.5Fin",6,8,1935,1982,"TA","Fa","CBlock","TA","TA","GLQ",490,30,520,"GasA","Gd","N",520,0,754,1,0,1,0,2,"TA",5,0,"None",0,0,"None","None",53,0,0,0
425,325,108,13173,"Corner","1Story",9,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",1572,80,1652,"GasA","Ex","Y",1652,0,1652,1,0,2,0,2,"Ex",6,2,"Attchd",2,840,"TA","TA",404,102,0,0
